ID,PupilID,AssessmentYear,AssessmentTerm,SubjectID,ComponentID,StatementID,IsTarget,DateCreated,categoryID,dateObserved,scoreID
191233,4D3993FA-5045-4498-8E11-02FCFA13DF31,2,2,NULL,14,294,NULL,19/04/2018 00:00,NULL,NULL,NULL
191234,4D3993FA-5045-4498-8E11-02FCFA13DF31,2,2,NULL,14,295,NULL,19/04/2018 00:00,NULL,NULL,NULL
191235,4D3993FA-5045-4498-8E11-02FCFA13DF31,2,2,NULL,14,296,NULL,19/04/2018 00:00,NULL,NULL,NULL
191236,4D3993FA-5045-4498-8E11-02FCFA13DF31,2,2,NULL,14,298,NULL,19/04/2018 00:00,NULL,NULL,NULL
191237,4D3993FA-5045-4498-8E11-02FCFA13DF31,2,2,NULL,14,300,NULL,19/04/2018 00:00,NULL,NULL,NULL
191238,4D3993FA-5045-4498-8E11-02FCFA13DF31,2,2,NULL,14,301,NULL,19/04/2018 00:00,NULL,NULL,NULL
191239,4D3993FA-5045-4498-8E11-02FCFA13DF31,2,2,NULL,15,308,NULL,19/04/2018 00:00,NULL,NULL,NULL
191240,4D3993FA-5045-4498-8E11-02FCFA13DF31,2,2,NULL,15,309,NULL,19/04/2018 00:00,NULL,NULL,NULL
191241,4D3993FA-5045-4498-8E11-02FCFA13DF31,2,2,NULL,15,310,NULL,19/04/2018 00:00,NULL,NULL,NULL
191242,4D3993FA-5045-4498-8E11-02FCFA13DF31,2,2,NULL,13,281,NULL,19/04/2018 00:00,NULL,NULL,NULL
191243,4D3993FA-5045-4498-8E11-02FCFA13DF31,2,2,NULL,13,282,NULL,19/04/2018 00:00,NULL,NULL,NULL
191244,4D3993FA-5045-4498-8E11-02FCFA13DF31,2,2,NULL,13,283,NULL,19/04/2018 00:00,NULL,NULL,NULL
191245,4D3993FA-5045-4498-8E11-02FCFA13DF31,2,2,NULL,13,284,NULL,19/04/2018 00:00,NULL,NULL,NULL
191246,4D3993FA-5045-4498-8E11-02FCFA13DF31,2,2,NULL,13,285,NULL,19/04/2018 00:00,NULL,NULL,NULL
191247,4D3993FA-5045-4498-8E11-02FCFA13DF31,2,2,NULL,13,286,NULL,19/04/2018 00:00,NULL,NULL,NULL
191248,4D3993FA-5045-4498-8E11-02FCFA13DF31,2,2,NULL,16,335,NULL,19/04/2018 00:00,NULL,NULL,NULL
191249,4D3993FA-5045-4498-8E11-02FCFA13DF31,2,2,NULL,16,336,NULL,19/04/2018 00:00,NULL,NULL,NULL
191426,0502C76A-0193-4F2F-A492-91D82DE9ED6D,3,6,NULL,15,317,NULL,27/06/2018 00:00,NULL,NULL,NULL
191427,0502C76A-0193-4F2F-A492-91D82DE9ED6D,3,6,NULL,13,289,NULL,27/06/2018 00:00,NULL,NULL,NULL
191428,0502C76A-0193-4F2F-A492-91D82DE9ED6D,3,6,NULL,16,342,NULL,27/06/2018 00:00,NULL,NULL,NULL
191429,0502C76A-0193-4F2F-A492-91D82DE9ED6D,3,6,NULL,16,341,NULL,27/06/2018 00:00,NULL,NULL,NULL
191430,0502C76A-0193-4F2F-A492-91D82DE9ED6D,3,6,NULL,16,340,NULL,27/06/2018 00:00,NULL,NULL,NULL
191515,6D208BEE-2756-458B-84CE-659502D8912C,4,1,NULL,28,1195,NULL,28/10/2018 00:00,NULL,NULL,NULL
191516,6D208BEE-2756-458B-84CE-659502D8912C,4,1,NULL,28,1196,NULL,28/10/2018 00:00,NULL,NULL,NULL
191528,2E373435-14A4-4CB6-A289-6CB148947BC4,4,1,NULL,28,1195,NULL,28/10/2018 00:00,NULL,NULL,NULL
191529,2E373435-14A4-4CB6-A289-6CB148947BC4,4,1,NULL,28,1196,NULL,28/10/2018 00:00,NULL,NULL,NULL
191530,2E373435-14A4-4CB6-A289-6CB148947BC4,4,1,NULL,28,1197,NULL,28/10/2018 00:00,NULL,NULL,NULL
191531,2E373435-14A4-4CB6-A289-6CB148947BC4,4,1,NULL,28,1198,NULL,28/10/2018 00:00,NULL,NULL,NULL
191532,2E373435-14A4-4CB6-A289-6CB148947BC4,4,1,NULL,28,1199,NULL,28/10/2018 00:00,NULL,NULL,NULL
191545,28559743-E93E-49FC-8FA0-6A14D6843908,3,1,NULL,1,466,NULL,09/11/2018 00:00,NULL,NULL,NULL
191546,28559743-E93E-49FC-8FA0-6A14D6843908,3,1,NULL,1,468,NULL,09/11/2018 00:00,NULL,NULL,NULL
191547,28559743-E93E-49FC-8FA0-6A14D6843908,3,1,NULL,1,467,NULL,09/11/2018 00:00,NULL,NULL,NULL
191660,346EA0B2-505A-441C-9291-E0172AA2C115,2,1,NULL,11,235,NULL,28/11/2018 00:00,NULL,NULL,NULL
191661,346EA0B2-505A-441C-9291-E0172AA2C115,2,1,NULL,11,236,NULL,28/11/2018 00:00,NULL,NULL,NULL
191662,346EA0B2-505A-441C-9291-E0172AA2C115,2,1,NULL,11,238,NULL,28/11/2018 00:00,NULL,NULL,NULL
191663,346EA0B2-505A-441C-9291-E0172AA2C115,2,1,NULL,11,237,NULL,28/11/2018 00:00,NULL,NULL,NULL
191664,346EA0B2-505A-441C-9291-E0172AA2C115,2,1,NULL,11,239,NULL,28/11/2018 00:00,NULL,NULL,NULL
191665,346EA0B2-505A-441C-9291-E0172AA2C115,2,1,NULL,11,240,NULL,28/11/2018 00:00,NULL,NULL,NULL
191666,346EA0B2-505A-441C-9291-E0172AA2C115,2,1,NULL,11,241,NULL,28/11/2018 00:00,NULL,NULL,NULL
191667,346EA0B2-505A-441C-9291-E0172AA2C115,2,1,NULL,11,242,NULL,28/11/2018 00:00,NULL,NULL,NULL
191668,346EA0B2-505A-441C-9291-E0172AA2C115,2,1,NULL,12,256,NULL,28/11/2018 00:00,NULL,NULL,NULL
191669,346EA0B2-505A-441C-9291-E0172AA2C115,2,1,NULL,12,255,NULL,28/11/2018 00:00,NULL,NULL,NULL
191680,0F87CF05-764D-486A-BF6E-4C5C6D78C5AD,2,1,NULL,11,235,NULL,28/11/2018 00:00,NULL,NULL,NULL
191681,0F87CF05-764D-486A-BF6E-4C5C6D78C5AD,2,1,NULL,11,236,NULL,28/11/2018 00:00,NULL,NULL,NULL
191682,0F87CF05-764D-486A-BF6E-4C5C6D78C5AD,2,1,NULL,11,237,NULL,28/11/2018 00:00,NULL,NULL,NULL
191683,0F87CF05-764D-486A-BF6E-4C5C6D78C5AD,2,1,NULL,11,238,NULL,28/11/2018 00:00,NULL,NULL,NULL
191684,0F87CF05-764D-486A-BF6E-4C5C6D78C5AD,2,1,NULL,11,239,NULL,28/11/2018 00:00,NULL,NULL,NULL
191685,0F87CF05-764D-486A-BF6E-4C5C6D78C5AD,2,1,NULL,11,240,NULL,28/11/2018 00:00,NULL,NULL,NULL
191686,0F87CF05-764D-486A-BF6E-4C5C6D78C5AD,2,1,NULL,11,241,NULL,28/11/2018 00:00,NULL,NULL,NULL
191687,0F87CF05-764D-486A-BF6E-4C5C6D78C5AD,2,1,NULL,11,242,NULL,28/11/2018 00:00,NULL,NULL,NULL
191688,0F87CF05-764D-486A-BF6E-4C5C6D78C5AD,2,1,NULL,12,253,NULL,28/11/2018 00:00,NULL,NULL,NULL
191689,0F87CF05-764D-486A-BF6E-4C5C6D78C5AD,2,1,NULL,12,255,NULL,28/11/2018 00:00,NULL,NULL,NULL
191690,0F87CF05-764D-486A-BF6E-4C5C6D78C5AD,2,1,NULL,12,256,NULL,28/11/2018 00:00,NULL,NULL,NULL
192188,4D3993FA-5045-4498-8E11-02FCFA13DF31,3,1,NULL,1,465,NULL,29/11/2018 00:00,NULL,NULL,NULL
192189,4D3993FA-5045-4498-8E11-02FCFA13DF31,3,1,NULL,1,466,NULL,29/11/2018 00:00,NULL,NULL,NULL
192190,4D3993FA-5045-4498-8E11-02FCFA13DF31,3,1,NULL,1,467,NULL,29/11/2018 00:00,NULL,NULL,NULL
192191,4D3993FA-5045-4498-8E11-02FCFA13DF31,3,1,NULL,1,468,NULL,29/11/2018 00:00,NULL,NULL,NULL
192192,4D3993FA-5045-4498-8E11-02FCFA13DF31,3,1,NULL,1,469,NULL,29/11/2018 00:00,NULL,NULL,NULL
192193,4D3993FA-5045-4498-8E11-02FCFA13DF31,3,1,NULL,1,470,NULL,29/11/2018 00:00,NULL,NULL,NULL
192194,4D3993FA-5045-4498-8E11-02FCFA13DF31,3,1,NULL,2,480,NULL,29/11/2018 00:00,NULL,NULL,NULL
192195,4D3993FA-5045-4498-8E11-02FCFA13DF31,3,1,NULL,2,481,NULL,29/11/2018 00:00,NULL,NULL,NULL
192196,4D3993FA-5045-4498-8E11-02FCFA13DF31,3,1,NULL,2,482,NULL,29/11/2018 00:00,NULL,NULL,NULL
192197,4D3993FA-5045-4498-8E11-02FCFA13DF31,3,1,NULL,2,483,NULL,29/11/2018 00:00,NULL,NULL,NULL
192198,4D3993FA-5045-4498-8E11-02FCFA13DF31,3,1,NULL,3,56,NULL,29/11/2018 00:00,NULL,NULL,NULL
192199,4D3993FA-5045-4498-8E11-02FCFA13DF31,3,1,NULL,3,57,NULL,29/11/2018 00:00,NULL,NULL,NULL
192200,4D3993FA-5045-4498-8E11-02FCFA13DF31,3,1,NULL,5,503,NULL,29/11/2018 00:00,NULL,NULL,NULL
192201,4D3993FA-5045-4498-8E11-02FCFA13DF31,3,1,NULL,6,169,NULL,29/11/2018 00:00,NULL,NULL,NULL
192202,4D3993FA-5045-4498-8E11-02FCFA13DF31,3,1,NULL,7,198,NULL,29/11/2018 00:00,NULL,NULL,NULL
192411,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,1,466,NULL,30/11/2018 00:00,NULL,NULL,NULL
192414,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,1,467,NULL,30/11/2018 00:00,NULL,NULL,NULL
192417,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,1,469,NULL,30/11/2018 00:00,NULL,NULL,NULL
192538,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,2,480,NULL,30/11/2018 00:00,NULL,NULL,NULL
192541,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,2,481,NULL,30/11/2018 00:00,NULL,NULL,NULL
192552,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,3,57,NULL,30/11/2018 00:00,NULL,NULL,NULL
192553,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,3,58,NULL,30/11/2018 00:00,NULL,NULL,NULL
192828,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,4,492,NULL,30/11/2018 00:00,NULL,NULL,NULL
192829,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,4,491,NULL,30/11/2018 00:00,NULL,NULL,NULL
192830,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,4,493,NULL,30/11/2018 00:00,NULL,NULL,NULL
192831,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,4,494,NULL,30/11/2018 00:00,NULL,NULL,NULL
192832,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,4,495,NULL,30/11/2018 00:00,NULL,NULL,NULL
192972,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,10,215,NULL,01/12/2018 00:00,NULL,NULL,NULL
192973,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,10,216,NULL,01/12/2018 00:00,NULL,NULL,NULL
192974,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,10,217,NULL,01/12/2018 00:00,NULL,NULL,NULL
192975,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,10,218,NULL,01/12/2018 00:00,NULL,NULL,NULL
192976,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,10,219,NULL,01/12/2018 00:00,NULL,NULL,NULL
192977,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,10,221,NULL,01/12/2018 00:00,NULL,NULL,NULL
192978,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,10,222,NULL,01/12/2018 00:00,NULL,NULL,NULL
192979,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,10,223,NULL,01/12/2018 00:00,NULL,NULL,NULL
192980,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,10,224,NULL,01/12/2018 00:00,NULL,NULL,NULL
192981,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,10,225,NULL,01/12/2018 00:00,NULL,NULL,NULL
192982,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,14,293,NULL,01/12/2018 00:00,NULL,NULL,NULL
192983,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,14,294,NULL,01/12/2018 00:00,NULL,NULL,NULL
192984,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,14,295,NULL,01/12/2018 00:00,NULL,NULL,NULL
192985,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,14,296,NULL,01/12/2018 00:00,NULL,NULL,NULL
192986,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,15,309,NULL,01/12/2018 00:00,NULL,NULL,NULL
192987,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,15,310,NULL,01/12/2018 00:00,NULL,NULL,NULL
192988,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,13,281,NULL,01/12/2018 00:00,NULL,NULL,NULL
192989,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,13,282,NULL,01/12/2018 00:00,NULL,NULL,NULL
192990,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,13,283,NULL,01/12/2018 00:00,NULL,NULL,NULL
192991,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,13,284,NULL,01/12/2018 00:00,NULL,NULL,NULL
192992,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,13,285,NULL,01/12/2018 00:00,NULL,NULL,NULL
192993,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,16,335,NULL,01/12/2018 00:00,NULL,NULL,NULL
192994,3B0C61CB-06F5-4B96-BB01-79857BFF5998,1,1,NULL,16,336,NULL,01/12/2018 00:00,NULL,NULL,NULL
192995,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,12,273,NULL,02/12/2018 00:00,NULL,NULL,NULL
192996,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,12,274,NULL,02/12/2018 00:00,NULL,NULL,NULL
192997,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,12,276,NULL,02/12/2018 00:00,NULL,NULL,NULL
192998,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,12,278,NULL,02/12/2018 00:00,NULL,NULL,NULL
193026,811CC11F-DD0F-4EB3-A55A-5BCDE1F70263,6,1,NULL,12,276,NULL,02/12/2018 00:00,NULL,NULL,NULL
193027,811CC11F-DD0F-4EB3-A55A-5BCDE1F70263,6,1,NULL,12,277,NULL,02/12/2018 00:00,NULL,NULL,NULL
193028,811CC11F-DD0F-4EB3-A55A-5BCDE1F70263,6,1,NULL,12,280,NULL,02/12/2018 00:00,NULL,NULL,NULL
193029,DADCAAB4-F1AC-495B-A34D-C863BCE75A9E,6,1,NULL,12,280,NULL,02/12/2018 00:00,NULL,NULL,NULL
193032,DADCAAB4-F1AC-495B-A34D-C863BCE75A9E,6,1,NULL,12,277,NULL,02/12/2018 00:00,NULL,NULL,NULL
193035,DADCAAB4-F1AC-495B-A34D-C863BCE75A9E,6,1,NULL,12,276,NULL,02/12/2018 00:00,NULL,NULL,NULL
193038,DADCAAB4-F1AC-495B-A34D-C863BCE75A9E,6,1,NULL,12,272,NULL,02/12/2018 00:00,NULL,NULL,NULL
193039,DADCAAB4-F1AC-495B-A34D-C863BCE75A9E,6,1,NULL,12,269,NULL,02/12/2018 00:00,NULL,NULL,NULL
193040,DADCAAB4-F1AC-495B-A34D-C863BCE75A9E,6,1,NULL,12,268,NULL,02/12/2018 00:00,NULL,NULL,NULL
193132,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,11,235,NULL,02/12/2018 00:00,NULL,NULL,NULL
193135,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,11,236,NULL,02/12/2018 00:00,NULL,NULL,NULL
193138,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,11,237,NULL,02/12/2018 00:00,NULL,NULL,NULL
193141,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,11,238,NULL,02/12/2018 00:00,NULL,NULL,NULL
193144,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,11,239,NULL,02/12/2018 00:00,NULL,NULL,NULL
193147,D6D1AAF4-2A38-4D6C-AD95-2A53CBBA6830,6,1,NULL,11,241,NULL,02/12/2018 00:00,NULL,NULL,NULL
193257,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,1,27,NULL,02/12/2018 00:00,NULL,NULL,NULL
193261,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,1,28,NULL,02/12/2018 00:00,NULL,NULL,NULL
193265,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,1,29,NULL,02/12/2018 00:00,NULL,NULL,NULL
193269,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,3,75,NULL,02/12/2018 00:00,NULL,NULL,NULL
193273,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,3,77,NULL,02/12/2018 00:00,NULL,NULL,NULL
193277,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,3,78,NULL,02/12/2018 00:00,NULL,NULL,NULL
193281,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,3,79,NULL,02/12/2018 00:00,NULL,NULL,NULL
193285,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,3,80,NULL,02/12/2018 00:00,NULL,NULL,NULL
193289,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,3,487,NULL,02/12/2018 00:00,NULL,NULL,NULL
193293,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,4,112,NULL,02/12/2018 00:00,NULL,NULL,NULL
193297,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,4,113,NULL,02/12/2018 00:00,NULL,NULL,NULL
193301,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,4,114,NULL,02/12/2018 00:00,NULL,NULL,NULL
193305,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,4,115,NULL,02/12/2018 00:00,NULL,NULL,NULL
193309,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,4,116,NULL,02/12/2018 00:00,NULL,NULL,NULL
193313,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,4,119,NULL,02/12/2018 00:00,NULL,NULL,NULL
193317,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,4,122,NULL,02/12/2018 00:00,NULL,NULL,NULL
193321,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,6,192,NULL,02/12/2018 00:00,NULL,NULL,NULL
193325,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,6,193,NULL,02/12/2018 00:00,NULL,NULL,NULL
193329,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,2,47,NULL,02/12/2018 00:00,NULL,NULL,NULL
193335,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,2,48,NULL,02/12/2018 00:00,NULL,NULL,NULL
193341,E95321AC-3D8E-41D4-8FBC-BC2AEFA404E5,6,1,NULL,2,50,NULL,02/12/2018 00:00,NULL,NULL,NULL
193379,6EED2C49-27D3-4BBB-9C28-A5E03F32D82E,6,1,NULL,1,29,NULL,02/12/2018 00:00,NULL,NULL,NULL
193381,6EED2C49-27D3-4BBB-9C28-A5E03F32D82E,6,1,NULL,1,27,NULL,02/12/2018 00:00,NULL,NULL,NULL
193383,6EED2C49-27D3-4BBB-9C28-A5E03F32D82E,6,1,NULL,2,47,NULL,02/12/2018 00:00,NULL,NULL,NULL
193385,6EED2C49-27D3-4BBB-9C28-A5E03F32D82E,6,1,NULL,2,48,NULL,02/12/2018 00:00,NULL,NULL,NULL
193387,6EED2C49-27D3-4BBB-9C28-A5E03F32D82E,6,1,NULL,3,75,NULL,02/12/2018 00:00,NULL,NULL,NULL
193389,6EED2C49-27D3-4BBB-9C28-A5E03F32D82E,6,1,NULL,3,77,NULL,02/12/2018 00:00,NULL,NULL,NULL
193391,6EED2C49-27D3-4BBB-9C28-A5E03F32D82E,6,1,NULL,3,78,NULL,02/12/2018 00:00,NULL,NULL,NULL
193393,6EED2C49-27D3-4BBB-9C28-A5E03F32D82E,6,1,NULL,3,79,NULL,02/12/2018 00:00,NULL,NULL,NULL
193395,6EED2C49-27D3-4BBB-9C28-A5E03F32D82E,6,1,NULL,3,487,NULL,02/12/2018 00:00,NULL,NULL,NULL
193397,6EED2C49-27D3-4BBB-9C28-A5E03F32D82E,6,1,NULL,3,80,NULL,02/12/2018 00:00,NULL,NULL,NULL
193399,6EED2C49-27D3-4BBB-9C28-A5E03F32D82E,6,1,NULL,4,112,NULL,02/12/2018 00:00,NULL,NULL,NULL
193401,6EED2C49-27D3-4BBB-9C28-A5E03F32D82E,6,1,NULL,4,113,NULL,02/12/2018 00:00,NULL,NULL,NULL
193403,6EED2C49-27D3-4BBB-9C28-A5E03F32D82E,6,1,NULL,4,114,NULL,02/12/2018 00:00,NULL,NULL,NULL
193405,6EED2C49-27D3-4BBB-9C28-A5E03F32D82E,6,1,NULL,4,115,NULL,02/12/2018 00:00,NULL,NULL,NULL
193407,6EED2C49-27D3-4BBB-9C28-A5E03F32D82E,6,1,NULL,4,116,NULL,02/12/2018 00:00,NULL,NULL,NULL
193409,6EED2C49-27D3-4BBB-9C28-A5E03F32D82E,6,1,NULL,6,193,NULL,02/12/2018 00:00,NULL,NULL,NULL
193411,6EED2C49-27D3-4BBB-9C28-A5E03F32D82E,6,1,NULL,6,192,NULL,02/12/2018 00:00,NULL,NULL,NULL
193413,811CC11F-DD0F-4EB3-A55A-5BCDE1F70263,6,1,NULL,1,27,NULL,02/12/2018 00:00,NULL,NULL,NULL
193415,811CC11F-DD0F-4EB3-A55A-5BCDE1F70263,6,1,NULL,1,29,NULL,02/12/2018 00:00,NULL,NULL,NULL
193417,811CC11F-DD0F-4EB3-A55A-5BCDE1F70263,6,1,NULL,1,28,NULL,02/12/2018 00:00,NULL,NULL,NULL
193419,811CC11F-DD0F-4EB3-A55A-5BCDE1F70263,6,1,NULL,2,47,NULL,02/12/2018 00:00,NULL,NULL,NULL
